"";"Artiste";"Texte";"id"
"879";"deen burbigo";". Fais pas semblant d'être hésitant, je ai l’ascendant, ce est évident. Je avance en me méfiant. Je avais deux de moyenne en maths, aujourde hui, je multiplie des dividendes. Je rappais, dans ma vie, je avais pas dix clients. Aujourde hui, je multiplie des dividendes. Bénis-moi ou baisse-toi, le attitude est militante Paris, Saint-Martini blanc, substances désinhibantes. À chaque soirée que on organise, nos organismes ont pris dix ans On niaks des bédos de hash'. On recrache des ectoplasmes, et toute la ville est pris de panique Ye a tout sauf de la Cristaline dans nos bouteilles de Cristaline. Après trois shots, j'écris des trucs que aurait pu écrire Staline. Mon portrait cache un iceberg Mais je crache des flammes plus bleutées que les cristaux de Heisenberg. Garde-toi tes oxymores, tes allégories. Je suis le un des meilleurs dans ma catégorie, ça, ce est promis. ";140
"886";"deen burbigo";"Poto, je suis si différent de ceux qui pensent qu'à se imiter entre eux. Chaque missile est dangereux, la critique est en feu quand je kicke ça Je fais halluciner les envieux qui me disaient prétentieux. Et irrévérencieux, gars, qui dit quoi maintenant que je vis d'ça ?. Leur manque de vision et de ambition, je en ferai pas les frais. Rimer en français : je suis le un des meilleurs qui le aient jamais fait. En deux-deux, grand, je peux prendre ce jeu en le'-le' quand je veux. Plus je prends des coups, plus je deviens dangereux, ce est vrai, ouais Les pe tites pointures observent nos arrivées en grandes pompes Mais je serai quelque un le jour où on pourra me voler sans que je me en rende compte. En me attendant jour et nuit, eux seuls nous rendent bruts Indépendants, authentiques, te es bien chez Maison Grand Cru. ";141
"888";"deen burbigo";"On est comme les dieux de le Olympe, on préfère rester entre nous. Dès que on se mêle au commun des mortels, ça crée des légendes cheloues. Des bandes de loups, le ventre noué, prêt à rendre coup pour coup. 'Zinc, ici, te as rien sans rien, faut tenter le tout pour le tout Homme de terrain fait pour le action, pas pour contempler le jeu. Hautement vicieux, trop ambitieux pour me contenter de peu. 'Zin, je invente rien, je ai faim, comprends-le bien Te as un million ? Prête-le-moi, je en fais un deuxième et je te rends le tien, hé. On prend de l'âge, on veut prendre le large mais, pour ça, faut de le argent Et, faire de le argent, ça coûte de le argent. Tout est fait pour que les riches restent riches, et que les pauvres restent pauvres Et, même quand leur porte semble ouverte, au fond, leur maison reste close. ";141
"891";"deen burbigo";"Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves""";142
"892";"deen burbigo";"J'étais avec Eff, je sais même plus comment on avait atterri dans cette résse Le genre de endroit où il est difficile de ne pas croiser au minimum une ex-maîtresseÀ le heure où les mignonnes secouent leurs hanches, et où les chasseurs préparent tous leurs plans Elle me est apparue seule au fond de la boîte, comme un crayon de couleur blanc Le temps se est arrêté pendant quelques secondes, j'étais figé me demandant : ""Est-elle de ce monde ?""Trop belle pour un décor aussi laid, le charisme et l'élégance de une actrice de ciné (Ah, tu forces)Si ce moment était une chanson, je aurais kiffé mettre un pull up Le impression de regarder un film en noir et blanc où elle était la seule à être en couleur (Wesh, ce est J-Lo ou quoi ?)Je ai bu mon verre sec, je ai rafraîchi mon haleine, puis je suis parti lui parler (Beau gosse)Elle se est retournée de un air dédaigneux, et ses yeux semblent dire que elle espérait mieux (Cheh). Elle me a dit : ""Tu vois ma pote, là-bas ? Tu le as draguée des semaines, puis tu le as ken, et tu le as jamais rappelée. Donc épargne-moi tes beaux discours, ce est dead""La porte se est refermée, elle a jeté la clef (Merde). ";142
"893";"deen burbigo";"Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". ";142
"894";"nekfeu";"Donne-moi de la lumière pour mes pensées Du noir pour me y plonger, de le encre pour m'épancher, (Donne-moi). Un buvard pour m'éponger, une goutte sur le plancher Pas encore droit, mais je vais me y pencher Je pensais que ma dernière copine serait ma dernière copine (Sku)Est-ce de ma faute si je me lasse en six mois ?. Mon cœur est si dur, mes relations si molles Victime de ma réputation, au point de finir écœuré plus de un soir. Je te ai vu, te as décliné mon invitation, je voulais juste parler, te aurais pu te asseoir Tous ces combats intérieurs que je ne ai pas terminés m'éprouvent Je trouve ça triste avec du recul, comme le freestyle dans la voiture de Eminem et Proof Tu crois que, pour moi, ce est un jeu, tellement te es voulue, mais ce est sur toi que je ai jeté mon dévolu Je ai connu des aventures qui ne en étaient pas. Nouveau départ, j'étais jeune, tout le monde évolue Mes sentiments, je les cache, laisse-moi te libérer de ta jolie cage Efface donc ces défauts que je ne garderai jamais, on sera comme June Carter et Johnny Cash (Elle me a dit : ""Tu rêves""). ";142
"895";"deen burbigo";"Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". Elle me a dit : ""Tu rêves, tu rêves bien trop"". Elle me a dit : ""Tu rêves, dans tes rêves"". . .             .           .         ";142
"897";"deen burbigo";". On doit rentabiliser nos prises de risque. Que nos gosses soient fiers d'être des fils de riches. Faire le oseille de ne importe quelle manière, de quelle manière. Ouais, de ne importe quelle manière. On doit rentabiliser nos prises de risque. Que nos gosses soient fiers d'être des fils de riches. Se faire un nom de ne importe quelle manière, de quelle manière. ";143
"899";"deen burbigo";". On doit rentabiliser nos prises de risque. Que nos gosses soient fier d'être des fils de riches. Faire le oseille de ne importe quelle manière, de quelle manière. Ouais, de ne importe quelle manière. On doit rentabiliser nos prises de risque. Que nos gosses soient fier d'être des fils de riches. Se faire un nom de ne importe quelle manière, de quelle manière. ";143
"900";"deen burbigo";". Prodige aux rimes aiguisées. Ma femme se balade dans Paname. Arbore mes produits dérivés. Mon taf est solide et prisé. Je gratte, je cogite everyday. Sous chronique épicée. Homie, faire du gros chiffre, ce est le idée, ouais ouais. Souvent, ceux qui jactent sont ceux que ont pas souffert. Ils ont la rage de te voir faire ce que ils ne ont pas su faire. La réussite fait parler autant que elle fait taire, véridique. Le argent divise autant que il fédère. Nos victoires, même quand on triche, on les célèbre. Je dirai à mes fils : ""Vaut mieux être riche que d'être célèbre"". Ils ne savent pas tout ce que il se passe quand la chanson se arrête. Traumatismes et cicatrices, nous rentrons avec. Tends-leur la main, ils te prendront le bras. Tends-leur le oreille, et ils te prendront la tête. Paie-les assez, et ils te vendront La Mecque, bâtard chien. On va rentabiliser nos prises de risque. Que nos enfants soient fier d'être des fils de riches. ";143
"901";"deen burbigo";". On doit rentabiliser nos prises de risque. Que nos gosses soient fier d'être des fils de riches. Faire le oseille de ne importe quelle manière, de quelle manière. Ouais, de ne importe quelle manière. On doit rentabiliser nos prises de risque. Que nos gosses soient fier d'être des fils de riches. Se faire un nom de ne importe quelle manière, de quelle manière. . .             .           .         ";143
"902";"deen burbigo";". Le secteur est sec, on croit encore y trouver de le or. On traîne jusqu'à plus savoir ce que on foutait de dehors. Je me sens pousser des ailes, elle se sent pousser deux cornes. Je me couche une fois de plus sans lui toucher le corps. ";144
"904";"deen burbigo";"On fait la paire, je sais que ce est la bonne. Ma confidente, amante, presque ma pote. Je espère que elle sera la mère de ma gosse. Je aimerais me téléporter quand des merdeux le accostent. Je suis en tournée, en tournage, en studio, en promo. Je sais pas ce qui me prend, mais je oublie ce que je lui promets. Course contre le chrono, je pense qu'à mes poches, mes projets ce est drôle et Je me donne le impression de contrôler, mais je sens que on s'éloigne. On parle de bonheur comme si on attendait que on nous le livre Et nos yeux parlent plus que nos lèvres. Bébé, je sens que on s'éloigne. Je suis piqué par le style de vie que je mène, les jours se changent en semaines. ";144
"905";"deen burbigo";". Le secteur est sec, on croit encore y trouver de le or. On traîne jusqu'à plus savoir ce que on foutait dehors Je me sens pousser des ailes, elle se sent pousser deux cornes. Je me couche une fois de plus sans lui toucher le corps. ";144
"908";"deen burbigo";". Je ai rencontré une pétasse et voulu le assagir puis je ai rencontré une vraie femme et je me suis vu la salir. La névrose, ce est de ça que il doit se agir. Pas de réponse aux questions qui se posent, et pas le temps d'être fataliste. Les techniques de approche de un galérien des années vingt. Je compte plus les allers-retours faits pour quelques ""va-et-vient"". Je perdais de mon innocence à chacune de mes conquêtes. On se mélangeait sans que aucune ne me complète Puis je le ai rencontrée, elle était clairement au-dessus, deux électrons libres se découvrant des atomes crochus. Te es ma hlel, te es ma bad gal. Toutes les autres sont des bas de gammes. ";144
"910";"deen burbigo";". Le secteur est sec, on croit encore y trouver de le or. On traîne jusqu'à plus savoir ce que on foutait de dehors Je me sens pousser des ailes, elle se sent pousser deux cornes. Je me couche une fois de plus sans lui toucher le corps. ";144
"945";"jul";". Dur les temps sont, je fume je suis à 2 de tension. Ye a des tensions, trop de frères en détention. Et dans le son, je vais faire comme un poisson qui évite le hameçon. Elle veut un beau garçon, mais je cache ma beuh au péage de Lançon Chacun son dû, chacun son but. Chacun sa cuite, chacun sa pute. Chacun sa mère, sa réput', on est des adultes. Je ne suis pas Dieu, je ne suis pas Hulk Tu peux me voir au quartier, tu peux me voir au Zénith. Demande à Soso, tu peux me croiser en Scénic. Chez nous on barrête, demande à Némo et Tarek. Je prend que des foules de tarés, les fait vibrer jusqu'à Paris. Ce est le hiver, il fait froid, je ai trop la flemme de sortir ma moto. Je profite comme si ce est une loc', je ai les sièges chauffants dans le auto. Dédicasse Nejib, Briss à Mehdi, Riss, Tchyco et Daho. Et demande à Moube zer et Azzedine, tu vas finir sur le carreau. ";150
"1014";"booba";"Je me demande où va le monde. Personne me répond donc je reste au quartier Je coupe la racine, je attends pas que ça tombe Je vais réussir moi avant que vous partiez. Impuissant, je ai dû te voir galérer Trafic et crime, je ai de suite adhéré. Je vendrai cocaïne à Marine Fuck intérim', je préfère Mesrine Pour les Colombiens, je suis que un gringo. Cigare au bec dans le hélicoe Personne dénonce dans ma team, no Coupe narcotique dans le bando. ";159
"1032";"alonzo";"Ce est chaud comme à Marseille, han Je transpire, je pue le oseille, han Je dors pas, je suis en mode veille, han Je te menace pas, je te conseille, han. Je perds patience pourtant je ai du bon sens. Un bidon de essence une étincelle, boom. Allons à le essentiel, han. On va tous finir au ciel, han. Donnez-moi, donnez-moi ce que je mérite. Ou j'écoule du shit dans toute la ville. Je fais des sous et je ai un grand projet pour les rappeurs français. Ce est construire un asile, chiche. Trash sont les petits de aujourde hui. Ca te clashe pour te acheter un sandwich fish. Je fais quoi pour devenir riche ? Je triche. Je suis marié mais tu te en fiches, bitch. Je roule ma cana', charge la Kala'. Et ça cavale, reste pas là. Cherche un visage, je sais pas moi. Ça sent trop l’assassinat. Cabrons le stunt, Avenue Foch. Je te fous le seum, même pas je décroche. À part pour le deum, dégun je défoche. Juste pour le fun, suce-moi la crosse. ";161
